"Resource Code","Resource Name","Administrators","Staff Member - 1","Cybercom Team","Staff Member - 2","Salesman - Leor","Staff Member - 3","Salesman - 1","Staff Member Kirill","Data Team","Gabe data ","Staff Member Vera","tv","UI designer","Wiser Team","HR Jon","Salesman Allan ","Staff member Eugene","Tax Report","Staff Member - Hillel","Salesman - Ted","Staff Member - Brent","Salesman - Albert","Salesman - Elliot","Salesman- Eddy","Staff Member - dmitryS","Cybercom Catalog Update Only","Staff Member - Ron","Staff Member - 1 - irene","Salesman - 1 - leran","Staff Member - joan","Cybercom Team 2","Staff Member - tairet","Staff Member - 1 - Sid, BillM, GaryS, Neilk","Salesman - justin","Staff Member - 2 - Eugene","Salesman - Azi ","Phil","Staff Member - 1 - Valerie","Staff Member - Saidy","Administrator_Dashboard","Staff Member - Shibvon ","Staff Member - 	Marleny","Staff Member Kishan","leran_staffmember","manger4147"
"admin/customer/group","Customer Groups","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/manage","Manage Customers","deny","allow","allow","allow","allow","allow","allow","allow","deny","deny","allow","deny","deny","allow","allow","allow","deny","deny","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","allow","allow","allow","allow","allow","allow","allow","allow","allow","allow","deny","allow","allow","deny","deny","deny"
"admin/customer/manage/specific_search","Allow To Regular Search","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/manage/load_grid","Allow To Show Data On Grid Load","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/manage/mass_action","Allow Mass Action","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/manage/export_grid","Allow Export Customer","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/manage/grid_regular_search","Allow customer Grid Regular search","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/online","Online Customers","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/view_customer","View Customers","deny","allow","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/view_customer/back","Back Button","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/view_customer/delete","Delete Customer","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/view_customer/create_order","Create Order","deny","allow","allow","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","allow","deny","deny","deny","allow","allow","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/view_customer/reset_save","Reset And Save","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/tabs","Tabs","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/tabs/authorize","Authorize.net CIM Details","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/customerportal","Customer Portal","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/customerportal/group_a","Allow to view Group A Brands","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/customerportal/group_b","Allow to view Group B Brands","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/customerportal/external_portal","Allow to view External Portal Brands","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/giftcards","Manage Gift Cards","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/giftcards/templates","Gift Cards Templates","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/giftcards/grid","Gift Cards List","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/giftcards/import","Import Gift Cards","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/giftcards/generate","Gift Cards Generate","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/customer/giftcards/getlist","Download Generated Lists","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms","CMS","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/block","Static Blocks","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/page","Pages","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/page/save","Save Page","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/page/delete","Delete Page","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/media_gallery","Media Gallery","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/poll","Polls","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/widget_instance","Widgets","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/amseotoolkit","SEO ToolKit","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/amseotoolkit/settings","Settings","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/amseotoolkit/amseogooglesitemap","Google Sitemaps","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
"admin/cms/bannerslider","Bannerslider","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","allow","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny","deny"
